Date,Address,Rate,Amount,Category,Product Name
2024-09-23,"Itahari, Koshi",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-11-17,"Biratnagar, Koshi",300,900,Beverages,Horlicks (jar)
2025-03-26,"Chitwan, Bagmati",120,120,Dairy,Milk (1L)
2024-02-23,"Pokhara, Gandaki",100,100,Condiments,Tomato Ketchup (bottle)
2025-09-28,"Pokhara, Gandaki",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2025-11-26,"Pokhara, Gandaki",150,300,Grains & Pulses,Masoor Dal (1kg)
2024-06-05,"Janakpur, Madhesh",170,340,Essentials,Jaggery (1kg)
2024-12-14,"Pokhara, Gandaki",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-04-28,"Itahari, Koshi",5,10,Household,Matches (box)
2024-02-01,"Janakpur, Madhesh",70,630,Personal Care,Mehendi (200g)
2024-11-14,"Kathmandu, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2024-09-17,"Chitwan, Bagmati",180,360,Flours,Multi-grain Atta (1kg)
2024-11-06,"Chitwan, Bagmati",240,720,Dairy,Eggs (dozen)
2025-11-08,"Hetauda, Bagmati",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-12-26,"Biratnagar, Koshi",200,200,Household,Washing Powder (1kg)
2024-08-12,"Lalitpur, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-12-23,"Chitwan, Bagmati",40,200,Snacks,Chips/Namkeen (pack)
2024-02-18,"Lalitpur, Bagmati",90,900,Flours,"Wheat Flour (Atta, 1kg)"
2024-05-26,"Hetauda, Bagmati",120,120,Dairy,Milk (1L)
2024-03-18,"Bhaktapur, Bagmati",120,240,Dairy,Milk (1L)
2024-08-15,"Itahari, Koshi",105,315,Essentials,Sugar (1kg)
2024-09-22,"Lalitpur, Bagmati",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-07-24,"Bhaktapur, Bagmati",50,50,Snacks,Biscuits (pack)
2025-06-21,"Dharan, Koshi",2000,6000,Household,Cooking Gas (small cylinder)
2025-10-10,"Chitwan, Bagmati",300,900,Beverages,Horlicks (jar)
2025-07-01,"Chitwan, Bagmati",180,360,Grains & Pulses,Arhar Dal (1kg)
2025-06-15,"Lalitpur, Bagmati",40,200,Snacks,Chips/Namkeen (pack)
2024-02-06,"Butwal, Lumbini",50,400,Personal Care,"Soap (bath, bar)"
2024-03-31,"Butwal, Lumbini",240,480,Health Foods,Flax Seeds (1kg)
2024-01-10,"Nepalgunj, Lumbini",550,550,Beverages,Tea Leaves (1kg)
2025-01-15,"Pokhara, Gandaki",50,500,Spices,Chili Powder (100g)
2024-08-10,"Biratnagar, Koshi",80,560,Vegetables,Potatoes (1kg)
2025-02-08,"Dharan, Koshi",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-10-15,"Bhaktapur, Bagmati",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-03-12,"Bhaktapur, Bagmati",150,150,Snacks,Peanuts (500g)
2024-11-07,"Lalitpur, Bagmati",100,200,Snacks,Puffed Rice (1kg)
2024-09-26,"Butwal, Lumbini",80,400,Vegetables,Potatoes (1kg)
2025-05-09,"Lalitpur, Bagmati",30,60,Snacks,"Noodles (Maggi, pack)"
2025-08-01,"Janakpur, Madhesh",50,50,Spices,Coriander Powder (100g)
2024-05-22,"Dharan, Koshi",70,70,Personal Care,Mehendi (200g)
2024-08-03,"Chitwan, Bagmati",100,200,Vegetables,Onions (1kg)
2025-06-11,"Itahari, Koshi",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-02-11,"Chitwan, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-03-20,"Bhaktapur, Bagmati",80,720,Personal Care,Toothpaste (100g)
2024-07-19,"Pokhara, Gandaki",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-11-03,"Nepalgunj, Lumbini",50,100,Snacks,Biscuits (pack)
2024-03-25,"Bhaktapur, Bagmati",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2025-03-06,"Nepalgunj, Lumbini",50,100,Snacks,Papad (pack)
2025-05-25,"Biratnagar, Koshi",50,400,Spices,Chili Powder (100g)
2025-03-22,"Hetauda, Bagmati",50,100,Spices,Coriander Powder (100g)
2025-06-07,"Butwal, Lumbini",170,170,Essentials,Jaggery (1kg)
2024-06-07,"Dharan, Koshi",80,320,Vegetables,Potatoes (1kg)
2025-05-02,"Bhaktapur, Bagmati",300,900,Beverages,Horlicks (jar)
2024-08-07,"Itahari, Koshi",50,200,Personal Care,"Soap (bath, bar)"
2024-03-06,"Nepalgunj, Lumbini",120,120,Flours,"Suji (Semolina, 1kg)"
2024-11-17,"Biratnagar, Koshi",1150,1150,Dairy,Ghee (1L)
2024-08-09,"Nepalgunj, Lumbini",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-01-14,"Dharan, Koshi",1150,3450,Dairy,Ghee (1L)
2025-02-07,"Dharan, Koshi",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-02-24,"Kathmandu, Bagmati",80,240,Vegetables,Potatoes (1kg)
2024-03-14,"Biratnagar, Koshi",25,100,Essentials,Salt (1kg)
2025-01-21,"Butwal, Lumbini",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-07-15,"Nepalgunj, Lumbini",50,200,Spices,Coriander Powder (100g)
2024-09-09,"Kathmandu, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2024-11-16,"Itahari, Koshi",120,360,Dairy,Milk (1L)
2025-01-07,"Janakpur, Madhesh",105,210,Essentials,Sugar (1kg)
2024-10-28,"Nepalgunj, Lumbini",50,50,Spices,Chili Powder (100g)
2025-01-16,"Lalitpur, Bagmati",30,120,Household,Candles (pack)
2024-03-01,"Hetauda, Bagmati",50,450,Spices,Chili Powder (100g)
2025-04-24,"Nepalgunj, Lumbini",100,100,Fruits,Bananas (dozen)
2025-11-25,"Hetauda, Bagmati",240,720,Dairy,Eggs (dozen)
2024-01-09,"Nepalgunj, Lumbini",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-01-20,"Pokhara, Gandaki",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-08-20,"Pokhara, Gandaki",240,720,Health Foods,Flax Seeds (1kg)
2024-10-12,"Itahari, Koshi",240,240,Health Foods,Flax Seeds (1kg)
2024-09-14,"Pokhara, Gandaki",30,300,Snacks,"Noodles (Maggi, pack)"
2024-12-04,"Janakpur, Madhesh",90,900,Flours,"Wheat Flour (Atta, 1kg)"
2024-01-27,"Biratnagar, Koshi",50,50,Spices,Chili Powder (100g)
2024-02-15,"Janakpur, Madhesh",80,640,Bakery,Bread (loaf)
2024-03-15,"Hetauda, Bagmati",100,100,Spices,Dry Chilies (100g)
2024-09-18,"Dharan, Koshi",80,160,Vegetables,Potatoes (1kg)
2025-05-15,"Butwal, Lumbini",120,360,Flours,"Suji (Semolina, 1kg)"
2024-04-02,"Lalitpur, Bagmati",5,45,Household,Matches (box)
2024-07-15,"Chitwan, Bagmati",50,500,Snacks,Papad (pack)
2024-07-16,"Pokhara, Gandaki",80,640,Personal Care,Toothpaste (100g)
2025-10-06,"Biratnagar, Koshi",50,150,Personal Care,"Soap (bath, bar)"
2025-04-07,"Nepalgunj, Lumbini",120,360,Flours,"Suji (Semolina, 1kg)"
2024-10-24,"Lalitpur, Bagmati",300,900,Beverages,Horlicks (jar)
2025-06-16,"Kathmandu, Bagmati",105,105,Essentials,Sugar (1kg)
2025-01-30,"Nepalgunj, Lumbini",100,300,Snacks,Puffed Rice (1kg)
2024-07-23,"Itahari, Koshi",90,900,Flours,"Wheat Flour (Atta, 1kg)"
2024-08-12,"Itahari, Koshi",5,50,Household,Matches (box)
2024-07-21,"Lalitpur, Bagmati",25,175,Essentials,Salt (1kg)
2025-01-03,"Dharan, Koshi",25,150,Essentials,Salt (1kg)
2024-02-24,"Bhaktapur, Bagmati",90,900,Flours,"Wheat Flour (Atta, 1kg)"
2024-04-21,"Chitwan, Bagmati",80,320,Personal Care,Toothpaste (100g)
2025-09-25,"Itahari, Koshi",150,150,Flours,"Besan (Gram Flour, 1kg)"
2025-02-24,"Lalitpur, Bagmati",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-05-28,"Bhaktapur, Bagmati",50,50,Spices,Chili Powder (100g)
2024-04-17,"Chitwan, Bagmati",200,400,Grains & Pulses,Moong Dal (1kg)
2025-04-18,"Kathmandu, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2024-03-01,"Janakpur, Madhesh",50,150,Snacks,Biscuits (pack)
2025-03-23,"Biratnagar, Koshi",5,5,Household,Matches (box)
2025-01-20,"Bhaktapur, Bagmati",50,100,Snacks,Titaura (pack)
2024-12-12,"Butwal, Lumbini",1150,3450,Dairy,Ghee (1L)
2025-09-27,"Hetauda, Bagmati",80,240,Personal Care,Toothpaste (100g)
2024-02-22,"Lalitpur, Bagmati",1150,1150,Dairy,Ghee (1L)
2024-03-29,"Janakpur, Madhesh",100,200,Spices,Dry Chilies (100g)
2024-09-28,"Dharan, Koshi",120,360,Flours,"Suji (Semolina, 1kg)"
2025-04-26,"Janakpur, Madhesh",80,400,Vegetables,Potatoes (1kg)
2025-11-11,"Hetauda, Bagmati",50,300,Spices,Chili Powder (100g)
2024-04-19,"Lalitpur, Bagmati",50,350,Snacks,Biscuits (pack)
2024-11-26,"Nepalgunj, Lumbini",50,100,Snacks,Titaura (pack)
2025-11-27,"Butwal, Lumbini",50,350,Spices,Coriander Powder (100g)
2025-09-20,"Kathmandu, Bagmati",30,120,Snacks,"Noodles (Maggi, pack)"
2024-06-20,"Hetauda, Bagmati",70,140,Personal Care,Mehendi (200g)
2024-01-05,"Bhaktapur, Bagmati",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-06-18,"Bhaktapur, Bagmati",550,1650,Beverages,Tea Leaves (1kg)
2025-07-05,"Bhaktapur, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2025-11-01,"Lalitpur, Bagmati",180,360,Flours,Multi-grain Atta (1kg)
2025-06-26,"Biratnagar, Koshi",50,250,Personal Care,"Soap (bath, bar)"
2024-07-01,"Butwal, Lumbini",150,450,Condiments,Ginger Garlic Paste (jar)
2024-11-21,"Janakpur, Madhesh",90,450,Flours,"Wheat Flour (Atta, 1kg)"
2025-02-18,"Biratnagar, Koshi",5,35,Household,Matches (box)
2025-04-10,"Nepalgunj, Lumbini",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2024-07-14,"Dharan, Koshi",40,320,Snacks,Chips/Namkeen (pack)
2025-02-03,"Biratnagar, Koshi",300,600,Beverages,Horlicks (jar)
2025-01-21,"Kathmandu, Bagmati",500,500,Vegetables,Bamboo Shoots (1kg)
2025-04-28,"Lalitpur, Bagmati",70,420,Personal Care,Mehendi (200g)
2024-06-14,"Itahari, Koshi",105,315,Essentials,Sugar (1kg)
2024-11-18,"Itahari, Koshi",105,210,Essentials,Sugar (1kg)
2024-09-04,"Nepalgunj, Lumbini",70,210,Personal Care,Mehendi (200g)
2024-12-16,"Chitwan, Bagmati",150,450,Snacks,Peanuts (500g)
2024-07-27,"Bhaktapur, Bagmati",100,200,Vegetables,Onions (1kg)
2025-06-08,"Bhaktapur, Bagmati",80,320,Personal Care,Toothpaste (100g)
2024-11-21,"Dharan, Koshi",30,90,Snacks,"Noodles (Maggi, pack)"
2024-08-12,"Lalitpur, Bagmati",180,180,Flours,Multi-grain Atta (1kg)
2025-08-01,"Butwal, Lumbini",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-08-14,"Kathmandu, Bagmati",40,360,Spices,Turmeric Powder (100g)
2024-10-17,"Biratnagar, Koshi",150,300,Grains & Pulses,Masoor Dal (1kg)
2024-09-25,"Kathmandu, Bagmati",550,1100,Beverages,Tea Leaves (1kg)
2025-07-22,"Butwal, Lumbini",100,200,Spices,Dry Chilies (100g)
2024-01-14,"Hetauda, Bagmati",240,480,Dairy,Eggs (dozen)
2025-06-25,"Butwal, Lumbini",80,800,Vegetables,Potatoes (1kg)
2024-03-15,"Kathmandu, Bagmati",200,200,Household,Washing Powder (1kg)
2025-09-28,"Dharan, Koshi",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-03-07,"Itahari, Koshi",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-11-29,"Kathmandu, Bagmati",40,400,Spices,Turmeric Powder (100g)
2024-05-23,"Nepalgunj, Lumbini",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-06-16,"Pokhara, Gandaki",30,240,Snacks,"Noodles (Maggi, pack)"
2024-05-22,"Dharan, Koshi",100,300,Spices,Dry Chilies (100g)
2025-03-28,"Nepalgunj, Lumbini",50,350,Snacks,Papad (pack)
2025-08-07,"Pokhara, Gandaki",100,200,Condiments,Tomato Ketchup (bottle)
2024-03-02,"Chitwan, Bagmati",105,210,Essentials,Sugar (1kg)
2024-08-11,"Lalitpur, Bagmati",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-11-17,"Bhaktapur, Bagmati",40,320,Spices,Turmeric Powder (100g)
2024-05-29,"Dharan, Koshi",50,350,Spices,Coriander Powder (100g)
2024-01-12,"Bhaktapur, Bagmati",50,500,Spices,Chili Powder (100g)
2025-10-25,"Dharan, Koshi",50,300,Personal Care,"Soap (bath, bar)"
2025-01-17,"Lalitpur, Bagmati",50,300,Snacks,Titaura (pack)
2024-11-17,"Biratnagar, Koshi",150,450,Condiments,Ginger Garlic Paste (jar)
2025-01-01,"Janakpur, Madhesh",80,640,Bakery,Bread (loaf)
2025-05-04,"Hetauda, Bagmati",105,105,Essentials,Sugar (1kg)
2025-08-25,"Butwal, Lumbini",80,160,Bakery,Bread (loaf)
2024-10-20,"Butwal, Lumbini",240,720,Health Foods,Flax Seeds (1kg)
2024-07-11,"Lalitpur, Bagmati",80,640,Vegetables,Potatoes (1kg)
2024-11-29,"Bhaktapur, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2025-09-17,"Kathmandu, Bagmati",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-03-29,"Biratnagar, Koshi",200,600,Household,Washing Powder (1kg)
2025-09-29,"Pokhara, Gandaki",240,240,Dairy,Eggs (dozen)
2024-03-20,"Chitwan, Bagmati",40,200,Spices,Turmeric Powder (100g)
2024-01-23,"Janakpur, Madhesh",1150,3450,Dairy,Ghee (1L)
2025-05-15,"Hetauda, Bagmati",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2025-03-07,"Dharan, Koshi",80,720,Bakery,Bread (loaf)
2025-04-18,"Butwal, Lumbini",80,560,Bakery,Bread (loaf)
2025-10-01,"Nepalgunj, Lumbini",80,800,Personal Care,Toothpaste (100g)
2025-01-02,"Chitwan, Bagmati",200,600,Household,Washing Powder (1kg)
2024-06-13,"Itahari, Koshi",200,200,Grains & Pulses,Moong Dal (1kg)
2024-09-13,"Itahari, Koshi",240,240,Dairy,Eggs (dozen)
2024-08-22,"Lalitpur, Bagmati",150,300,Grains & Pulses,Masoor Dal (1kg)
2025-11-25,"Janakpur, Madhesh",30,240,Household,Candles (pack)
2024-06-14,"Itahari, Koshi",200,400,Household,Washing Powder (1kg)
2024-09-21,"Dharan, Koshi",100,200,Spices,Dry Chilies (100g)
2024-04-27,"Nepalgunj, Lumbini",50,450,Spices,Chili Powder (100g)
2025-09-11,"Pokhara, Gandaki",550,550,Beverages,Tea Leaves (1kg)
2024-06-16,"Lalitpur, Bagmati",80,240,Vegetables,Potatoes (1kg)
2024-11-07,"Biratnagar, Koshi",150,450,Snacks,Peanuts (500g)
2024-02-20,"Lalitpur, Bagmati",50,500,Snacks,Papad (pack)
2024-03-08,"Hetauda, Bagmati",30,210,Snacks,"Noodles (Maggi, pack)"
2024-10-17,"Biratnagar, Koshi",1150,2300,Dairy,Ghee (1L)
2024-06-25,"Kathmandu, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2025-12-01,"Bhaktapur, Bagmati",30,30,Household,Candles (pack)
2024-02-25,"Janakpur, Madhesh",200,200,Grains & Pulses,Moong Dal (1kg)
2024-09-11,"Dharan, Koshi",100,200,Snacks,Puffed Rice (1kg)
2024-12-13,"Chitwan, Bagmati",130,390,Grains & Pulses,"Rice (white, 1kg)"
2024-03-21,"Nepalgunj, Lumbini",40,80,Snacks,Chips/Namkeen (pack)
2024-04-02,"Janakpur, Madhesh",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-12-16,"Itahari, Koshi",105,210,Essentials,Sugar (1kg)
2024-12-22,"Lalitpur, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-04-30,"Lalitpur, Bagmati",40,80,Spices,Turmeric Powder (100g)
2025-08-28,"Butwal, Lumbini",300,600,Beverages,Horlicks (jar)
2024-03-19,"Pokhara, Gandaki",80,480,Personal Care,Toothpaste (100g)
2025-04-11,"Nepalgunj, Lumbini",50,50,Personal Care,"Soap (bath, bar)"
2025-12-07,"Janakpur, Madhesh",80,160,Bakery,Bread (loaf)
2024-08-11,"Lalitpur, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2025-04-04,"Butwal, Lumbini",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-01-29,"Butwal, Lumbini",5,50,Household,Matches (box)
2025-10-28,"Dharan, Koshi",300,900,Beverages,Horlicks (jar)
2025-10-02,"Butwal, Lumbini",100,300,Spices,Dry Chilies (100g)
2024-08-11,"Itahari, Koshi",200,600,Household,Washing Powder (1kg)
2025-10-25,"Lalitpur, Bagmati",90,900,Flours,"Wheat Flour (Atta, 1kg)"
2025-11-01,"Chitwan, Bagmati",90,90,Flours,"Wheat Flour (Atta, 1kg)"
2024-06-09,"Janakpur, Madhesh",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-10-19,"Butwal, Lumbini",50,350,Spices,Chili Powder (100g)
2025-09-16,"Bhaktapur, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2024-11-08,"Bhaktapur, Bagmati",200,600,Grains & Pulses,Moong Dal (1kg)
2025-03-01,"Kathmandu, Bagmati",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-05-07,"Lalitpur, Bagmati",50,150,Snacks,Biscuits (pack)
2025-08-06,"Bhaktapur, Bagmati",40,120,Snacks,Chips/Namkeen (pack)
2025-09-02,"Butwal, Lumbini",2000,4000,Household,Cooking Gas (small cylinder)
2025-01-14,"Janakpur, Madhesh",100,200,Fruits,Bananas (dozen)
2024-03-08,"Butwal, Lumbini",200,400,Grains & Pulses,Moong Dal (1kg)
2025-10-12,"Kathmandu, Bagmati",80,640,Vegetables,Potatoes (1kg)
2024-08-07,"Biratnagar, Koshi",70,140,Personal Care,Mehendi (200g)
2024-01-01,"Pokhara, Gandaki",550,550,Beverages,Tea Leaves (1kg)
2024-03-20,"Pokhara, Gandaki",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-01-31,"Lalitpur, Bagmati",50,450,Snacks,Titaura (pack)
2024-09-20,"Bhaktapur, Bagmati",130,390,Grains & Pulses,"Rice (white, 1kg)"
2024-08-30,"Biratnagar, Koshi",50,500,Spices,Chili Powder (100g)
2025-11-21,"Bhaktapur, Bagmati",30,120,Household,Candles (pack)
2024-12-18,"Biratnagar, Koshi",100,300,Snacks,Puffed Rice (1kg)
2024-07-01,"Itahari, Koshi",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-06-17,"Hetauda, Bagmati",80,240,Personal Care,Toothpaste (100g)
2025-08-22,"Pokhara, Gandaki",180,540,Flours,Multi-grain Atta (1kg)
2024-04-12,"Chitwan, Bagmati",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-08-14,"Itahari, Koshi",200,400,Grains & Pulses,Moong Dal (1kg)
2024-12-10,"Nepalgunj, Lumbini",100,200,Vegetables,Tomatoes (1kg)
2025-08-30,"Lalitpur, Bagmati",500,1000,Vegetables,Bamboo Shoots (1kg)
2024-10-07,"Nepalgunj, Lumbini",105,105,Essentials,Sugar (1kg)
2024-10-25,"Chitwan, Bagmati",40,160,Snacks,Chips/Namkeen (pack)
2025-02-01,"Lalitpur, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2025-10-10,"Lalitpur, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-03-26,"Pokhara, Gandaki",120,240,Flours,"Suji (Semolina, 1kg)"
2024-12-11,"Lalitpur, Bagmati",150,150,Snacks,Peanuts (500g)
2025-04-26,"Lalitpur, Bagmati",30,120,Snacks,"Noodles (Maggi, pack)"
2024-02-01,"Itahari, Koshi",90,540,Flours,"Wheat Flour (Atta, 1kg)"
2025-08-06,"Itahari, Koshi",550,1100,Beverages,Tea Leaves (1kg)
2025-04-05,"Biratnagar, Koshi",105,315,Essentials,Sugar (1kg)
2025-08-09,"Hetauda, Bagmati",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-03-26,"Lalitpur, Bagmati",105,105,Essentials,Sugar (1kg)
2024-05-13,"Lalitpur, Bagmati",80,160,Bakery,Bread (loaf)
2024-09-15,"Pokhara, Gandaki",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2025-10-02,"Janakpur, Madhesh",80,400,Bakery,Bread (loaf)
2024-07-29,"Nepalgunj, Lumbini",40,80,Spices,Turmeric Powder (100g)
2024-04-20,"Lalitpur, Bagmati",80,720,Vegetables,Potatoes (1kg)
2024-10-12,"Chitwan, Bagmati",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2025-05-07,"Janakpur, Madhesh",70,210,Personal Care,Mehendi (200g)
2024-11-29,"Pokhara, Gandaki",100,100,Condiments,Tomato Ketchup (bottle)
2025-01-01,"Bhaktapur, Bagmati",200,200,Grains & Pulses,Moong Dal (1kg)
2024-07-04,"Nepalgunj, Lumbini",180,360,Grains & Pulses,Arhar Dal (1kg)
2025-03-19,"Hetauda, Bagmati",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-11-05,"Butwal, Lumbini",120,360,Dairy,Milk (1L)
2025-06-11,"Chitwan, Bagmati",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-02-14,"Hetauda, Bagmati",70,700,Personal Care,Mehendi (200g)
2024-05-19,"Hetauda, Bagmati",80,80,Personal Care,Toothpaste (100g)
2025-05-30,"Dharan, Koshi",50,150,Snacks,Biscuits (pack)
2024-04-10,"Kathmandu, Bagmati",200,600,Grains & Pulses,Moong Dal (1kg)
2024-04-10,"Nepalgunj, Lumbini",100,100,Spices,Dry Chilies (100g)
2025-05-28,"Janakpur, Madhesh",100,200,Vegetables,Tomatoes (1kg)
2025-05-01,"Butwal, Lumbini",70,630,Personal Care,Mehendi (200g)
2024-12-26,"Itahari, Koshi",40,80,Snacks,Chips/Namkeen (pack)
2025-11-12,"Lalitpur, Bagmati",80,480,Personal Care,Toothpaste (100g)
2024-10-02,"Itahari, Koshi",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-04-11,"Dharan, Koshi",120,240,Flours,"Suji (Semolina, 1kg)"
2024-10-09,"Bhaktapur, Bagmati",50,100,Spices,Chili Powder (100g)
2025-10-20,"Chitwan, Bagmati",70,420,Personal Care,Mehendi (200g)
2025-08-23,"Hetauda, Bagmati",200,600,Grains & Pulses,Moong Dal (1kg)
2024-09-05,"Kathmandu, Bagmati",200,200,Household,Washing Powder (1kg)
2024-03-10,"Bhaktapur, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-03-24,"Biratnagar, Koshi",200,200,Grains & Pulses,Moong Dal (1kg)
2024-03-12,"Butwal, Lumbini",50,50,Personal Care,"Soap (bath, bar)"
2024-08-08,"Biratnagar, Koshi",80,400,Personal Care,Toothpaste (100g)
2025-10-10,"Bhaktapur, Bagmati",120,240,Flours,"Suji (Semolina, 1kg)"
2024-01-18,"Biratnagar, Koshi",5,10,Household,Matches (box)
2025-02-02,"Bhaktapur, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2025-06-16,"Kathmandu, Bagmati",550,1100,Beverages,Tea Leaves (1kg)
2025-01-07,"Kathmandu, Bagmati",500,500,Vegetables,Bamboo Shoots (1kg)
2024-11-15,"Janakpur, Madhesh",5,40,Household,Matches (box)
2025-02-02,"Butwal, Lumbini",550,1100,Beverages,Tea Leaves (1kg)
2024-08-20,"Kathmandu, Bagmati",90,540,Flours,"Wheat Flour (Atta, 1kg)"
2024-11-22,"Biratnagar, Koshi",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-12-07,"Chitwan, Bagmati",50,350,Snacks,Papad (pack)
2025-09-11,"Pokhara, Gandaki",2000,6000,Household,Cooking Gas (small cylinder)
2024-03-18,"Biratnagar, Koshi",120,360,Flours,"Suji (Semolina, 1kg)"
2025-10-25,"Itahari, Koshi",120,120,Dairy,Milk (1L)
2024-12-15,"Itahari, Koshi",30,120,Snacks,"Noodles (Maggi, pack)"
2024-07-31,"Biratnagar, Koshi",50,100,Snacks,Papad (pack)
2025-08-16,"Kathmandu, Bagmati",50,300,Personal Care,"Soap (bath, bar)"
2024-09-15,"Kathmandu, Bagmati",240,240,Dairy,Eggs (dozen)
2024-07-17,"Itahari, Koshi",120,360,Dairy,Milk (1L)
2024-04-23,"Butwal, Lumbini",80,720,Personal Care,Toothpaste (100g)
2024-05-05,"Biratnagar, Koshi",100,100,Vegetables,Tomatoes (1kg)
2025-09-07,"Pokhara, Gandaki",200,600,Dairy,"Local Cheese (Chhurpi, pack)"
2024-06-09,"Kathmandu, Bagmati",30,210,Snacks,"Noodles (Maggi, pack)"
2025-01-29,"Biratnagar, Koshi",500,1500,Vegetables,Bamboo Shoots (1kg)
2025-06-09,"Pokhara, Gandaki",500,500,Vegetables,Bamboo Shoots (1kg)
2024-08-07,"Nepalgunj, Lumbini",50,500,Snacks,Titaura (pack)
2025-06-14,"Chitwan, Bagmati",550,1650,Beverages,Tea Leaves (1kg)
2024-08-17,"Biratnagar, Koshi",120,240,Flours,"Suji (Semolina, 1kg)"
2025-09-05,"Janakpur, Madhesh",105,210,Essentials,Sugar (1kg)
2024-04-07,"Chitwan, Bagmati",50,300,Spices,Chili Powder (100g)
2024-01-28,"Lalitpur, Bagmati",100,200,Snacks,Puffed Rice (1kg)
2024-10-07,"Chitwan, Bagmati",130,390,Grains & Pulses,"Rice (white, 1kg)"
2025-03-17,"Janakpur, Madhesh",180,360,Grains & Pulses,Arhar Dal (1kg)
2024-07-03,"Kathmandu, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2025-04-24,"Kathmandu, Bagmati",105,105,Essentials,Sugar (1kg)
2025-04-30,"Chitwan, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2024-10-30,"Nepalgunj, Lumbini",80,80,Bakery,Bread (loaf)
2025-05-16,"Janakpur, Madhesh",80,480,Personal Care,Toothpaste (100g)
2024-01-27,"Dharan, Koshi",240,240,Dairy,Eggs (dozen)
2025-10-24,"Chitwan, Bagmati",120,360,Dairy,Milk (1L)
2025-09-16,"Biratnagar, Koshi",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-04-16,"Hetauda, Bagmati",40,80,Snacks,Chips/Namkeen (pack)
2024-03-09,"Butwal, Lumbini",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-01-29,"Biratnagar, Koshi",80,480,Vegetables,Potatoes (1kg)
2025-05-24,"Chitwan, Bagmati",50,350,Spices,Coriander Powder (100g)
2025-02-17,"Itahari, Koshi",150,450,Snacks,Peanuts (500g)
2025-11-16,"Itahari, Koshi",100,200,Vegetables,Tomatoes (1kg)
